DateTime,Entries,UniqueIPs
1438136187,0,0
1438136187,0,0
1438136187,0,0
1438136187,0,0
1438136187,42,155904
1438136187,42,155904
1438136187,42,155904
1440631768,44,156160
1440631768,44,156160
1443512099,42,155904
1446103148,47,155648
1454025634,52,155904
1454452580,47,156160
1457913920,48,156416
1459215119,47,156160
1467243763,49,157440
1469759141,50,159232
1472424244,51,159488
1481597487,47,159744
1483056452,46,159232
1488152366,47,159488
1490917929,46,159232
1493318955,45,158976
1496154684,47,155904
1498709715,46,155392
1503993911,44,154880
1504170069,45,155136
1506621513,43,153088
1509242222,65,158976
1510612529,64,158720
1511913666,44,153600
1519685203,44,153600
1521068847,45,153856
1525042003,46,154880
1527721309,46,154880
1527721309,46,154880
1527721309,46,154880
1527721309,46,154880
1527721309,46,154880
1527721309,46,154880
1530232714,45,154624
1537947468,46,154880
1540940373,45,154624
1543448525,44,154368
1545955913,46,158720
1550036991,47,158976
1551310831,48,159232
1553816934,47,155136
1556577911,48,159232
1559170675,47,158976
1561674960,48,159232
1564477833,49,159488
1569797722,51,160000
1577748902,50,159744
1580422703,51,160000
1582800599,50,159744
1585610296,51,160000
1590623862,50,159744
1593407686,51,160000
1594682835,50,159744
1596061956,51,160256
1598571048,52,160512
1601420904,51,160256
1604015514,52,160512
1606693232,51,160256
1609370978,52,160512
1611877030,51,160256
1614293348,52,160512
1619736557,53,160768
1622414641,49,158720
1624921861,50,158976
1627601515,49,158720
1630278829,49,158720
1632958565,50,158976
1635464703,53,160512
